0.215310	0.087941	0.369387	-0.317967	-0.072354	0.133700	0.439544	-0.256006	0.250121	0.261769	-0.050776	0.297236	-0.517117	0.140529	-0.326259	-0.573619	0.324739	0.035870	-0.041465	0.086238	-0.057913	-0.078636	-0.213484	0.009825	0.221378	0.054062	-0.069798	0.176968	-0.378858	0.196057	-0.100151	0.316403	-0.022261	0.195038	0.305487	-0.163552	-0.140971	0.409372	-0.471712	-0.226088	-0.036723	-0.251539	0.343264	0.053427	0.447893	-0.101114	-0.202217	-0.126388	-0.081449	0.340935	0.121944	0.049336	0.060786	-0.102796	-0.176909	-0.021859	-0.181124	0.127189	0.194614	0.249043	0.027364	-0.102246	-0.029199	0.079512	0.558437	-0.133611	-0.086423	-0.222388	-0.155475	0.574758	0.025554	-0.174429	0.054223	-0.081790	0.041264	0.349530	0.027826	-0.433987	-0.215085	-0.193082	-0.067661	0.092313	-0.114558	0.168492	0.024011	0.211025	-0.043664	-0.053295	-0.429352	-0.114352	0.117064	-0.239537	0.221889	0.036465	0.193951	0.126055	0.359892	0.012114	-0.198780	-0.401137	1
0.207360	-0.770203	0.086511	-0.332786	0.538315	0.593771	0.602227	-0.104278	0.002897	0.601705	0.149594	-0.508748	-1.018169	-0.352963	-0.251350	-0.489884	0.045069	0.170596	-0.165100	-0.161905	-0.000227	0.367399	0.500127	-0.783405	-0.511533	0.626805	-0.447248	0.507110	0.126318	0.135571	0.090224	-0.069085	0.288256	0.657143	-0.252895	-0.195781	-0.189150	-0.048404	-0.787855	-0.377384	0.085407	-0.286217	-0.260200	1.316901	0.027767	0.146119	-0.353137	0.620765	-0.170010	-0.021627	-0.766882	0.025954	-0.270453	-0.545216	-0.546730	0.402254	0.061391	-0.441228	0.080839	-0.037235	0.224207	0.422113	0.250686	0.460910	0.437646	0.413124	-0.532779	0.514840	0.498875	0.418044	0.340699	-0.432648	0.615233	0.452499	-0.419363	0.067850	-0.226539	0.475811	-0.634113	0.063233	0.175212	0.537111	0.013396	0.544217	-0.361920	0.480639	0.110480	-0.041511	-0.343207	-0.378020	0.734059	0.079027	-0.007623	0.614645	-0.043000	-0.022529	-0.164127	-0.438160	0.074163	-0.246456	1
0.692463	0.499186	-0.081982	-0.212935	0.295433	-0.125408	0.566176	-0.076042	1.118917	0.789554	0.472144	-0.059674	-0.147928	-0.220232	-0.425225	0.036354	0.236819	0.537027	0.060597	0.378394	-0.182025	0.041876	0.222716	-0.904438	0.206169	0.068879	-0.729559	0.648816	0.611196	-0.739168	-0.474519	0.309723	0.070807	0.669065	-0.745531	0.503864	0.626787	-0.850351	-0.379855	-1.181369	-0.169377	0.250735	-0.802525	0.056276	-0.046361	-0.179759	-0.086284	0.324115	0.338998	0.087111	-0.175353	0.181788	-0.700095	-0.686322	-1.347824	0.324847	0.478227	-0.472821	-0.611318	0.267295	0.418540	-0.867699	0.154790	0.021234	0.037842	-0.351032	-0.200307	0.473237	0.427223	0.472090	-0.780652	-0.384264	-0.518456	0.189423	-0.730112	0.611222	-0.346391	-0.012758	-0.325894	-0.207020	0.376145	0.919519	0.666695	-0.116159	0.060406	0.168303	0.376210	-0.220462	-0.836429	-0.228706	-0.881635	-0.338620	0.620144	0.369672	-0.322010	-0.532693	0.413007	0.497909	-0.228470	-0.034539	1
-0.067688	-0.193992	0.243393	0.041114	-0.858328	0.034998	-0.573496	-0.293243	0.289163	0.580521	-0.431286	0.672216	-0.010833	0.089843	-0.664955	-0.082824	-0.108743	0.502056	0.254605	-0.672444	0.042855	-0.512178	-0.202099	-0.889396	0.198640	0.500346	-0.101856	0.025742	0.711329	-0.820955	0.825052	0.051532	0.189198	0.682280	-0.418174	0.237559	0.005495	-0.721347	-0.304024	0.086228	-1.070380	-0.743946	-0.025184	0.409674	-0.047554	-0.029788	-0.818207	0.270980	-0.365159	-0.208651	-0.593255	0.005954	0.909164	-0.328708	-0.811295	-0.033484	-0.394285	0.160087	-0.178920	0.445708	0.343608	-0.481918	0.034476	-0.481615	-0.265016	0.408394	-0.797224	-0.233010	-0.250589	0.406575	0.625257	0.424650	-0.055579	-0.282750	0.488825	0.021352	-0.348400	-0.344949	-0.010705	0.021251	0.096587	-0.193175	-0.343042	0.377942	-0.485136	-0.205447	-0.255260	0.165575	-0.007214	0.256164	-0.502449	-0.028774	0.619206	-0.413642	0.157292	0.122674	0.358068	0.139880	-0.012888	0.185532	1
0.095163	-0.206033	0.241349	-0.064438	0.638134	-0.236359	0.198163	0.060326	0.194046	0.009931	-0.001353	-0.049709	-0.017374	-0.232816	-0.295909	-0.306902	0.173568	-0.046355	0.082564	0.179109	-0.026301	0.131439	0.188473	-0.142896	-0.240874	-0.253518	-0.231118	-0.210489	-0.093548	0.218496	-0.573725	0.169536	0.246259	0.108103	0.039356	0.156717	-0.094006	0.678550	-0.175415	-0.359964	-0.058130	-0.279596	-0.104922	-0.016020	0.091990	0.161574	-0.169977	-0.426046	-0.140258	-0.220966	0.139618	-0.065223	0.016167	-0.582693	-0.403066	-0.113076	-0.233311	-0.279513	0.288001	-0.262271	0.030696	-0.048712	-0.211044	-0.069255	0.151995	-0.496166	0.233963	0.226145	-0.070113	-0.134709	0.185284	-0.164674	0.139492	0.350881	0.016613	0.113042	0.064320	-0.179256	-0.112212	0.115030	0.302050	0.180288	0.123095	0.279049	-0.491942	-0.225220	0.471628	0.078565	-0.286530	-0.380079	-0.138457	-0.242532	0.131143	0.010584	-0.125430	-0.112452	-0.279882	-0.069465	0.240188	0.145325	1
-0.367675	-0.819061	0.372603	-0.822638	0.227739	0.635111	0.056169	0.258308	-0.760026	0.068656	0.439333	0.559712	-0.228532	-0.792159	0.154019	-0.337048	-0.321575	0.070387	-0.150946	0.258265	0.357439	-0.079460	0.162671	-0.154161	0.265807	0.389223	-0.129999	0.487841	-0.887499	0.426531	-0.278905	1.132933	-0.088007	-0.468779	0.470950	-0.580148	0.488438	-0.313155	-0.988160	0.058124	-0.147908	-0.122852	0.018558	0.550332	0.115731	0.181944	-0.297792	0.384429	0.418417	-0.193504	0.591523	0.333945	0.081625	0.031296	0.180489	0.029673	-0.325792	0.231221	0.015086	0.023183	-0.057660	0.576033	0.403756	-0.141134	0.640459	0.380090	-0.120533	0.353353	0.000119	-0.547703	0.397653	-0.016303	-0.093185	0.202081	-0.609874	0.001547	-0.805559	-0.276103	-0.148623	0.494559	-0.263978	0.278476	-0.835901	-0.167009	0.696649	0.250323	-0.665030	-0.155878	0.302225	0.387537	-0.041060	-0.290552	0.354254	0.028600	0.199578	-0.541966	0.163990	-0.059017	-0.097379	-0.028434	1
1.190526	-0.409716	0.298241	-0.462345	-0.481701	0.497895	0.169441	-0.045613	0.296754	-0.158707	-0.042312	1.444399	0.642851	0.190554	-0.515454	-0.925015	-1.045854	0.058473	-0.459981	0.680119	0.542194	0.847445	0.317724	-0.488510	-0.301574	0.453752	-0.121255	0.624642	1.156150	0.629782	-0.654855	0.322731	-0.545261	0.182798	-0.659108	-0.146824	0.806271	-0.891246	0.483005	0.175269	-0.378809	0.235559	-0.236681	0.335831	-0.457884	0.384031	0.473222	0.839512	-0.159864	-0.004449	-1.567547	-0.012227	-0.359673	-0.046556	-0.458490	-0.643110	-1.388498	-0.238146	-0.757851	0.182631	0.288461	-0.735090	0.019593	-0.378357	0.129343	0.562751	-1.290588	0.342732	0.020729	0.533341	-0.401800	-0.247652	0.425088	0.061898	-0.427108	1.051440	-1.298241	-0.333819	-0.085049	-0.566580	0.986290	0.589246	0.417584	0.189808	-1.471141	-0.846808	0.588096	-0.620021	-0.263275	0.323822	-0.345229	-0.504743	0.368235	-0.123998	-0.208283	-0.529707	0.751833	0.059090	-0.128705	-0.203356	1
0.037307	-0.462254	0.064688	-0.630006	0.231221	0.543467	0.909040	0.241654	-0.231765	0.329660	0.592650	-0.304949	-0.608218	-0.222623	-0.196867	-0.545975	-0.255176	-0.520488	-0.459298	0.090236	0.775356	-0.493803	0.438656	-0.857844	0.246924	0.056681	0.007623	0.385063	-0.033991	0.061973	-0.356500	0.514434	0.405896	0.475921	-0.503456	-0.645702	0.359281	-0.247044	-0.367081	-0.649175	-0.212782	-0.451678	0.118740	-0.150183	-0.075030	0.719194	-0.600021	0.097462	-0.045441	-0.169777	0.094083	0.054342	0.882264	0.560918	-0.305419	-0.389206	-0.700719	-0.112720	0.063666	0.048520	0.459736	0.135403	0.153693	-0.573538	-0.301274	0.612108	-0.410974	0.469692	0.060295	0.546294	0.142699	0.050957	0.102721	-0.222410	-0.722335	-0.087439	-0.483956	-0.493693	-0.513863	0.463393	0.221772	0.761921	0.052951	-0.476243	0.212817	0.787159	0.114465	-0.036552	-0.333400	-0.079039	0.042209	-0.831922	0.107510	0.370253	-0.275375	-0.086678	0.370691	0.267057	0.430765	0.017314	1
0.791035	0.262442	-0.385873	-0.317130	0.123797	0.504657	0.822036	0.068093	0.483647	-0.179703	0.736627	0.165270	0.392862	-0.063055	-0.352682	-0.211779	0.711930	-0.095640	-0.099352	0.757822	-0.747954	-0.507913	-0.198559	-0.474202	-0.436418	-0.414184	0.101677	-0.010067	-0.010116	-0.108350	-0.530963	0.473175	0.015996	0.669448	-0.644306	-0.563703	0.131041	0.239745	-0.476379	-0.412622	-0.453716	-0.971669	-0.197954	0.281605	0.601525	-0.068513	-0.020515	0.477351	-0.436382	0.092562	0.117601	0.428902	-0.416860	0.006358	0.213039	-0.194012	-0.774346	-0.062853	-0.550163	0.308021	0.049958	0.951184	-0.483852	-0.056522	0.033587	-0.341254	-0.187972	0.305901	-0.268852	0.581590	0.311400	0.301459	-0.156851	0.489389	-0.549550	0.068722	0.261345	-0.089865	0.000693	-0.436552	-0.316600	0.284869	-0.538996	0.945815	0.168649	0.428841	0.232831	0.409775	0.078493	-0.122642	0.365664	0.904746	0.291364	-0.337422	-0.401765	0.388251	-0.068514	-0.641080	-0.178614	-0.066790	1
0.616867	0.448954	0.462891	-0.593110	-0.213944	-0.415732	0.251532	-0.318379	0.446063	0.788826	0.844112	0.484878	0.332357	-0.641570	-0.444806	0.105403	0.074835	-0.280920	-0.484635	0.080102	0.062193	0.102408	-0.083864	-1.273117	-0.177826	-0.290462	0.115908	0.344826	-0.073015	-0.154783	-0.488138	0.647246	-0.068342	0.317602	-0.466580	-0.223498	0.266266	-0.009940	0.067181	-0.677081	-0.312824	-0.252917	-0.424495	0.512326	0.637898	0.120600	-0.137165	-0.019123	-0.054165	-0.654221	-0.335739	0.273821	0.203000	-0.436511	-0.345340	0.165898	-0.344846	-0.150315	-0.034594	0.186258	-0.246065	-0.028203	0.429622	-0.489418	0.112607	-0.468730	0.267805	0.543518	-0.592150	-0.020866	-0.172636	0.363018	-0.396608	0.467842	-0.723822	0.435082	-0.439783	0.186712	0.661718	0.041582	-0.155020	0.439377	0.055551	0.303463	-0.051284	0.028699	0.171934	0.458394	0.096332	0.278019	-0.228333	0.109393	0.241239	-0.069125	-0.311803	0.391289	-0.532376	-0.133304	0.379326	-0.027004	1
